combined_shot_type;loc_x;loc_y;minutes_remaining;period;playoffs;season;seconds_remaining;shot_distance;shot_made_flag;shot_type
Layup;0;0;8;1;1;2008-09;2;0;1;2PT Field Goal
Jump Shot;-125;12;8;1;1;2009-10;31;12;0;2PT Field Goal
Jump Shot;158;202;1;4;0;2006-07;45;25;0;3PT Field Goal
Jump Shot;-89;41;4;2;0;2015-16;26;9;1;2PT Field Goal
Jump Shot;76;180;10;3;0;2015-16;56;19;1;2PT Field Goal
Jump Shot;-166;178;2;3;0;2012-13;14;24;0;3PT Field Goal
Layup;-4;26;4;3;0;2009-10;51;2;1;2PT Field Goal
Jump Shot;77;168;2;3;0;2007-08;24;18;0;2PT Field Goal
Jump Shot;-54;107;8;3;1;2009-10;39;11;0;2PT Field Goal
Jump Shot;230;7;1;1;0;2007-08;10;23;1;3PT Field Goal
Jump Shot;-157;105;1;4;0;2012-13;4;18;0;2PT Field Goal
Jump Shot;0;190;11;3;0;2014-15;44;19;0;2PT Field Goal
Jump Shot;151;115;7;4;0;2006-07;16;18;1;2PT Field Goal
Layup;0;0;11;3;0;2009-10;19;0;1;2PT Field Goal
Jump Shot;-191;174;2;3;0;2015-16;36;25;1;3PT Field Goal
Layup;0;0;3;3;0;2005-06;59;0;1;2PT Field Goal
Jump Shot;108;134;10;1;0;1998-99;56;17;0;2PT Field Goal
Layup;0;0;2;1;0;2000-01;11;0;1;2PT Field Goal
Jump Shot;-169;212;0;3;0;2003-04;18;27;0;3PT Field Goal
Jump Shot;106;56;0;4;0;2009-10;39;11;1;2PT Field Goal
Jump Shot;-27;244;10;3;1;2009-10;42;24;0;3PT Field Goal
Layup;0;0;6;2;1;2007-08;41;0;1;2PT Field Goal
Layup;0;0;3;2;0;2005-06;51;0;0;2PT Field Goal
Jump Shot;173;0;11;3;0;2010-11;19;17;0;2PT Field Goal
Dunk;0;0;11;3;1;2000-01;27;0;0;2PT Field Goal
Jump Shot;140;-11;0;2;0;2002-03;8;14;0;2PT Field Goal
Layup;20;12;2;2;0;2005-06;21;2;1;2PT Field Goal
Jump Shot;-145;118;7;3;0;2001-02;6;18;0;2PT Field Goal
Jump Shot;164;61;3;3;0;2002-03;57;17;0;2PT Field Goal
Jump Shot;43;11;0;4;0;2010-11;33;4;0;2PT Field Goal
Layup;20;11;6;1;0;2015-16;16;2;0;2PT Field Goal
Jump Shot;-89;224;10;2;0;2015-16;41;24;0;3PT Field Goal
Jump Shot;-73;120;5;1;0;2015-16;3;14;0;2PT Field Goal
Jump Shot;-138;86;4;3;1;2002-03;4;16;0;2PT Field Goal
Jump Shot;5;33;8;1;0;2006-07;15;3;1;2PT Field Goal
Jump Shot;-100;119;6;1;0;2008-09;44;15;0;2PT Field Goal
Jump Shot;166;175;1;2;0;2008-09;45;24;0;3PT Field Goal
Layup;-2;28;3;4;0;2010-11;10;2;1;2PT Field Goal
Layup;0;0;2;2;1;2008-09;3;0;0;2PT Field Goal
Jump Shot;-195;204;0;4;1;2003-04;2;28;1;3PT Field Goal
Jump Shot;222;105;1;5;0;2005-06;27;24;1;3PT Field Goal
Jump Shot;125;132;0;2;0;2005-06;4;18;1;2PT Field Goal
Jump Shot;83;148;4;4;0;2009-10;26;16;1;2PT Field Goal
Jump Shot;161;120;5;2;0;2005-06;48;20;0;2PT Field Goal
Jump Shot;94;-3;0;3;0;2009-10;47;9;0;2PT Field Goal
Jump Shot;57;48;0;1;0;2002-03;12;7;0;2PT Field Goal
Jump Shot;11;89;0;2;0;2000-01;25;8;1;2PT Field Goal
Jump Shot;212;145;7;4;0;2002-03;13;25;1;3PT Field Goal
Jump Shot;15;59;2;4;0;2005-06;7;6;0;2PT Field Goal
Jump Shot;140;6;1;2;0;1996-97;27;14;0;2PT Field Goal
Jump Shot;-184;76;8;4;0;2002-03;19;19;1;2PT Field Goal
Jump Shot;-42;78;1;1;0;1998-99;40;8;1;2PT Field Goal
Jump Shot;-149;194;10;4;1;1999-00;20;24;1;3PT Field Goal
Dunk;0;0;8;1;0;2009-10;30;0;1;2PT Field Goal
Jump Shot;124;71;2;3;0;2011-12;16;14;1;2PT Field Goal
Jump Shot;-87;246;5;2;0;1997-98;37;26;0;3PT Field Goal
Layup;4;17;5;1;0;2012-13;33;1;0;2PT Field Goal
Jump Shot;135;164;5;1;0;2006-07;0;21;0;2PT Field Goal
Jump Shot;96;51;6;2;0;1999-00;45;10;0;2PT Field Goal
Jump Shot;-166;97;8;2;0;2006-07;3;19;0;2PT Field Goal
Jump Shot;12;42;9;1;1;2008-09;47;4;1;2PT Field Goal
Dunk;0;0;2;1;0;1997-98;0;0;1;2PT Field Goal
Dunk;0;0;6;1;0;2002-03;47;0;1;2PT Field Goal
Layup;0;0;0;4;0;2006-07;24;0;1;2PT Field Goal
Jump Shot;-123;26;0;3;0;2009-10;17;12;1;2PT Field Goal
Jump Shot;-227;-14;7;3;0;2004-05;42;22;0;3PT Field Goal
Jump Shot;185;19;2;2;0;2013-14;4;18;1;2PT Field Goal
Jump Shot;172;68;7;1;0;2000-01;28;18;1;2PT Field Goal
Jump Shot;144;115;9;1;0;2002-03;58;18;0;2PT Field Goal
Jump Shot;77;168;7;1;0;2006-07;35;18;1;2PT Field Goal
Jump Shot;-138;130;3;1;0;2005-06;2;18;0;2PT Field Goal
Jump Shot;110;23;2;3;0;2000-01;52;11;0;2PT Field Goal
Jump Shot;-125;6;1;5;0;2012-13;20;12;1;2PT Field Goal
Layup;-16;9;1;3;0;2012-13;31;1;1;2PT Field Goal
Jump Shot;-49;91;7;3;1;2009-10;13;10;1;2PT Field Goal
Jump Shot;-7;176;1;3;1;2008-09;20;17;1;2PT Field Goal
Jump Shot;-217;108;5;4;0;2010-11;44;24;0;3PT Field Goal
Jump Shot;-194;149;0;1;0;2010-11;40;24;0;3PT Field Goal
Jump Shot;-136;209;2;1;0;2010-11;33;24;1;3PT Field Goal
Jump Shot;70;10;0;1;1;1998-99;33;7;1;2PT Field Goal
Jump Shot;102;133;8;3;0;2000-01;14;16;0;2PT Field Goal
Jump Shot;-151;68;3;1;0;2001-02;15;16;0;2PT Field Goal
Jump Shot;-27;56;0;1;0;2011-12;51;6;1;2PT Field Goal
Jump Shot;-122;63;10;3;0;2002-03;56;13;0;2PT Field Goal
Layup;0;0;9;1;0;2002-03;4;0;0;2PT Field Goal
Jump Shot;-117;121;3;3;0;2011-12;35;16;0;2PT Field Goal
Jump Shot;85;113;11;3;0;1998-99;4;14;1;2PT Field Goal
Jump Shot;102;35;7;2;0;2004-05;8;10;0;2PT Field Goal
Layup;0;0;7;1;0;2007-08;53;0;1;2PT Field Goal
Jump Shot;91;116;1;5;0;2014-15;52;14;1;2PT Field Goal
Dunk;0;0;1;4;0;1997-98;2;0;1;2PT Field Goal
Jump Shot;124;6;5;2;1;2009-10;32;12;0;2PT Field Goal
Jump Shot;-42;229;2;3;0;1996-97;5;23;1;3PT Field Goal
Jump Shot;-80;128;11;4;0;2005-06;42;15;0;2PT Field Goal
Jump Shot;-189;89;10;2;0;2001-02;20;20;0;2PT Field Goal
Jump Shot;163;143;4;2;0;2009-10;3;21;0;2PT Field Goal
Jump Shot;5;43;4;2;1;2007-08;18;4;1;2PT Field Goal
Jump Shot;69;40;5;3;0;2004-05;11;7;1;2PT Field Goal
Jump Shot;-13;42;7;4;0;2011-12;8;4;1;2PT Field Goal
Layup;0;0;4;2;0;2008-09;55;0;0;2PT Field Goal
Layup;28;-2;1;2;0;2008-09;4;2;1;2PT Field Goal
Jump Shot;-59;41;11;3;1;2002-03;9;7;0;2PT Field Goal
Jump Shot;167;-31;11;3;1;2002-03;12;16;0;2PT Field Goal
Jump Shot;-135;163;4;1;0;2005-06;26;21;0;2PT Field Goal
Dunk;0;0;9;2;0;2004-05;47;0;0;2PT Field Goal
Jump Shot;-43;247;6;4;1;2007-08;55;25;1;3PT Field Goal
Jump Shot;150;135;8;2;1;2001-02;3;20;1;2PT Field Goal
Layup;0;0;0;1;0;2005-06;49;0;1;2PT Field Goal
Jump Shot;-89;254;0;3;0;2014-15;2;26;0;3PT Field Goal
Layup;0;0;0;2;0;1996-97;9;0;1;2PT Field Goal
Dunk;0;0;3;3;0;2001-02;40;0;1;2PT Field Goal
Jump Shot;-59;122;11;1;0;2002-03;46;13;1;2PT Field Goal
Layup;0;0;2;1;1;2008-09;31;0;1;2PT Field Goal
Layup;15;-5;4;4;0;2012-13;38;1;1;2PT Field Goal
Jump Shot;108;132;0;4;1;2005-06;1;17;0;2PT Field Goal
Jump Shot;103;142;5;2;0;2011-12;28;17;1;2PT Field Goal
Jump Shot;103;10;5;4;0;2007-08;30;10;0;2PT Field Goal
Jump Shot;132;102;8;3;0;1999-00;2;16;0;2PT Field Goal
Jump Shot;-169;176;0;1;0;2005-06;24;24;0;3PT Field Goal
Layup;17;19;3;1;0;2011-12;19;2;0;2PT Field Goal
Jump Shot;-112;191;5;3;0;2002-03;0;22;0;2PT Field Goal
Layup;-18;6;0;2;0;2012-13;26;1;1;2PT Field Goal
Layup;0;0;9;3;0;1999-00;18;0;1;2PT Field Goal
Jump Shot;-71;99;0;2;0;2006-07;55;12;1;2PT Field Goal
Jump Shot;-152;14;3;2;0;2009-10;6;15;0;2PT Field Goal
Jump Shot;-190;129;5;4;0;1996-97;22;22;0;3PT Field Goal
Jump Shot;154;55;2;2;0;1999-00;14;16;0;2PT Field Goal
Jump Shot;125;260;6;1;0;2005-06;39;28;0;3PT Field Goal
Jump Shot;153;175;1;3;1;1996-97;52;23;0;3PT Field Goal
Jump Shot;29;48;8;2;0;2010-11;19;5;1;2PT Field Goal
Layup;0;0;7;4;0;1999-00;11;0;0;2PT Field Goal
Jump Shot;-175;145;1;1;0;1999-00;34;22;0;2PT Field Goal
Jump Shot;166;187;4;4;0;2012-13;48;25;0;3PT Field Goal
Jump Shot;-159;194;0;2;0;2007-08;31;25;1;3PT Field Goal
Jump Shot;-186;20;8;4;0;2006-07;4;18;0;2PT Field Goal
Jump Shot;-11;58;10;3;0;2008-09;17;5;0;2PT Field Goal
Jump Shot;184;0;7;1;0;2002-03;31;18;1;2PT Field Goal
Jump Shot;1;154;8;1;0;2008-09;54;15;0;2PT Field Goal
Jump Shot;-4;165;4;1;0;2009-10;45;16;1;2PT Field Goal
Jump Shot;-193;19;1;4;0;2011-12;4;19;1;2PT Field Goal
Jump Shot;84;192;4;2;0;2011-12;9;20;1;2PT Field Goal
Jump Shot;78;60;5;1;0;2014-15;19;9;0;2PT Field Goal
Jump Shot;-131;219;5;2;0;2006-07;11;25;0;3PT Field Goal
Jump Shot;123;5;3;3;0;2005-06;23;12;0;2PT Field Goal
Jump Shot;-31;59;1;2;0;2001-02;14;6;1;2PT Field Goal
Jump Shot;-191;0;3;2;0;2010-11;54;19;1;2PT Field Goal
Layup;0;0;2;4;0;2002-03;21;0;0;2PT Field Goal
Jump Shot;141;94;2;3;0;2005-06;46;16;1;2PT Field Goal
Jump Shot;-52;238;10;4;0;2005-06;32;24;1;3PT Field Goal
Jump Shot;21;82;5;2;0;2008-09;34;8;1;2PT Field Goal
Jump Shot;81;146;9;1;1;2008-09;58;16;1;2PT Field Goal
Jump Shot;192;10;7;4;0;2007-08;5;19;0;2PT Field Goal
Jump Shot;-115;110;7;4;0;2000-01;31;15;1;2PT Field Goal
Layup;12;17;10;3;0;2011-12;16;2;1;2PT Field Goal
Jump Shot;-27;205;3;2;0;2001-02;6;20;1;2PT Field Goal
Jump Shot;-125;238;2;4;0;2009-10;0;26;0;3PT Field Goal
Jump Shot;-96;237;4;1;0;2015-16;36;25;0;3PT Field Goal
Jump Shot;-153;85;10;1;0;2001-02;14;17;1;2PT Field Goal
Jump Shot;-12;219;3;2;0;2015-16;48;21;1;2PT Field Goal
Layup;0;0;2;3;0;1996-97;42;0;0;2PT Field Goal
Jump Shot;-154;130;5;3;0;2002-03;43;20;1;2PT Field Goal
Layup;0;0;1;3;0;2000-01;26;0;1;2PT Field Goal
Jump Shot;114;42;11;2;0;2009-10;26;12;0;2PT Field Goal
Jump Shot;167;10;7;2;0;2006-07;54;16;0;2PT Field Goal
Jump Shot;117;76;9;3;0;2001-02;48;13;0;2PT Field Goal
Layup;-24;12;3;4;0;2010-11;29;2;1;2PT Field Goal
Jump Shot;-44;15;7;3;0;2001-02;14;4;0;2PT Field Goal
Layup;0;0;4;3;0;2001-02;51;0;1;2PT Field Goal
Jump Shot;64;97;9;3;0;2004-05;13;11;1;2PT Field Goal
Jump Shot;143;197;4;4;0;2008-09;36;24;0;3PT Field Goal
Jump Shot;166;184;1;1;0;2012-13;47;24;1;3PT Field Goal
Jump Shot;27;29;0;2;0;1999-00;2;3;0;2PT Field Goal
Jump Shot;-221;124;8;3;0;2010-11;21;25;0;3PT Field Goal
Jump Shot;111;4;2;1;0;2014-15;28;11;0;2PT Field Goal
Layup;0;0;11;4;1;2003-04;4;0;1;2PT Field Goal
Jump Shot;5;160;1;3;0;2007-08;4;16;1;2PT Field Goal
Jump Shot;-71;134;0;2;1;2008-09;22;15;1;2PT Field Goal
Jump Shot;149;0;0;1;0;2004-05;39;14;0;2PT Field Goal
Jump Shot;143;69;2;4;0;2002-03;51;15;0;2PT Field Goal
Jump Shot;16;79;0;2;0;2007-08;44;8;0;2PT Field Goal
Layup;0;0;9;1;1;2002-03;11;0;0;2PT Field Goal
Jump Shot;93;244;4;3;0;1998-99;53;26;0;3PT Field Goal
Jump Shot;-169;-1;11;1;0;2015-16;8;16;1;2PT Field Goal
Jump Shot;-122;105;4;1;0;2003-04;47;16;0;2PT Field Goal
Layup;0;0;4;3;1;2002-03;38;0;0;2PT Field Goal
Jump Shot;-92;137;0;1;0;2001-02;44;16;0;2PT Field Goal
Layup;0;0;6;4;1;2008-09;57;0;1;2PT Field Goal
Jump Shot;-98;-25;7;1;1;2000-01;7;10;1;2PT Field Goal
Jump Shot;-76;239;10;3;0;2015-16;49;25;1;3PT Field Goal
Jump Shot;-204;163;0;4;1;2007-08;4;26;0;3PT Field Goal
Jump Shot;-35;91;10;4;1;2009-10;2;9;1;2PT Field Goal
Jump Shot;176;194;6;3;0;2002-03;25;26;0;3PT Field Goal
Jump Shot;11;87;7;4;0;2001-02;39;8;1;2PT Field Goal
Jump Shot;170;194;2;1;0;2012-13;23;25;0;3PT Field Goal
Jump Shot;106;105;2;4;0;2009-10;36;14;0;2PT Field Goal
Jump Shot;-141;203;10;3;0;2009-10;15;24;0;3PT Field Goal
Jump Shot;141;110;5;1;0;2015-16;6;17;0;2PT Field Goal
Layup;0;0;0;1;1;2003-04;24;0;1;2PT Field Goal
Layup;0;0;4;2;0;2000-01;2;0;1;2PT Field Goal
Jump Shot;164;53;4;2;0;2007-08;48;17;0;2PT Field Goal
Jump Shot;-92;214;10;4;0;1996-97;10;23;1;3PT Field Goal
Dunk;0;0;0;2;0;2002-03;30;0;1;2PT Field Goal
Jump Shot;-158;72;4;3;0;2007-08;28;17;0;2PT Field Goal
Jump Shot;-43;214;0;1;0;2008-09;0;21;0;2PT Field Goal
Jump Shot;28;48;5;3;0;2012-13;7;5;1;2PT Field Goal
Jump Shot;-8;37;0;3;0;2012-13;56;3;0;2PT Field Goal
Jump Shot;-151;87;9;3;0;2000-01;31;17;0;2PT Field Goal
Dunk;-4;12;6;4;0;2012-13;54;1;1;2PT Field Goal
Dunk;0;0;0;2;1;2003-04;33;0;1;2PT Field Goal
Jump Shot;89;153;1;3;1;2007-08;40;17;1;2PT Field Goal
Jump Shot;39;115;1;3;0;2012-13;44;12;0;2PT Field Goal
Jump Shot;91;150;8;4;1;2001-02;48;17;0;2PT Field Goal
Jump Shot;116;142;11;3;0;2008-09;28;18;0;2PT Field Goal
Jump Shot;40;233;7;3;0;2011-12;57;23;1;2PT Field Goal
Jump Shot;182;175;3;4;0;2010-11;30;25;0;3PT Field Goal
Jump Shot;-200;30;8;2;0;2002-03;44;20;0;2PT Field Goal
Jump Shot;132;36;9;3;0;2009-10;54;13;1;2PT Field Goal
Jump Shot;-130;-18;10;3;0;2005-06;27;13;0;2PT Field Goal
Jump Shot;136;209;0;4;0;2010-11;6;24;0;3PT Field Goal
Jump Shot;11;146;3;4;0;2001-02;43;14;1;2PT Field Goal
Jump Shot;-146;-3;7;2;1;2010-11;6;14;0;2PT Field Goal
Jump Shot;149;57;5;1;0;1998-99;21;15;0;2PT Field Goal
Jump Shot;136;178;11;3;1;2007-08;1;22;1;2PT Field Goal
Layup;0;0;4;4;0;2008-09;22;0;0;2PT Field Goal
Layup;0;0;7;1;0;2005-06;41;0;0;2PT Field Goal
Jump Shot;-159;252;0;3;0;2003-04;2;29;0;3PT Field Goal
Jump Shot;190;-18;10;4;0;1998-99;23;19;1;2PT Field Goal
Jump Shot;-65;55;10;1;0;2000-01;3;8;0;2PT Field Goal
Jump Shot;-153;56;8;4;1;2002-03;57;16;0;2PT Field Goal
Jump Shot;-25;199;7;1;0;2007-08;35;20;0;2PT Field Goal
Layup;0;0;11;2;0;2005-06;13;0;0;2PT Field Goal
Layup;0;0;1;5;1;2005-06;32;0;1;2PT Field Goal
Jump Shot;166;7;2;1;0;2011-12;54;16;1;2PT Field Goal
Jump Shot;39;72;0;3;0;2003-04;40;8;0;2PT Field Goal
Jump Shot;141;246;8;3;1;2011-12;27;28;0;3PT Field Goal
Jump Shot;141;0;1;3;0;2011-12;12;14;1;2PT Field Goal
Jump Shot;0;203;7;4;0;1997-98;22;20;1;2PT Field Goal
Jump Shot;-119;222;0;2;0;1999-00;1;25;0;3PT Field Goal
Jump Shot;12;33;10;3;1;2008-09;44;3;0;2PT Field Goal
Jump Shot;184;123;2;2;1;2009-10;35;22;0;2PT Field Goal
Layup;0;0;5;4;0;2004-05;18;0;0;2PT Field Goal
Jump Shot;-174;209;1;4;0;2004-05;39;27;0;3PT Field Goal
Jump Shot;119;140;5;4;0;2012-13;39;18;1;2PT Field Goal
Jump Shot;10;120;5;1;0;2003-04;26;12;1;2PT Field Goal
Layup;0;0;9;1;0;2009-10;19;0;0;2PT Field Goal
Jump Shot;94;247;10;4;1;2009-10;16;26;0;3PT Field Goal
Jump Shot;159;-23;3;3;0;2005-06;18;16;1;2PT Field Goal
Jump Shot;-117;123;5;3;0;2009-10;16;16;1;2PT Field Goal
Jump Shot;112;191;0;4;1;2003-04;0;22;0;2PT Field Goal
Jump Shot;-128;241;2;4;1;2011-12;33;27;1;3PT Field Goal
Jump Shot;-130;160;9;1;0;2000-01;21;20;0;2PT Field Goal
Jump Shot;113;235;1;1;0;2005-06;58;26;0;3PT Field Goal
Jump Shot;3;112;2;4;0;2006-07;28;11;1;2PT Field Goal
Jump Shot;-29;49;0;3;0;2000-01;33;5;0;2PT Field Goal
Jump Shot;0;146;11;1;0;2015-16;6;14;1;2PT Field Goal
Layup;17;-1;2;2;0;2015-16;44;1;1;2PT Field Goal
Jump Shot;5;207;6;3;1;2007-08;32;20;0;2PT Field Goal
Dunk;0;0;1;4;0;2001-02;52;0;1;2PT Field Goal
Jump Shot;-36;100;1;1;0;1999-00;32;10;0;2PT Field Goal
Jump Shot;83;205;1;2;0;2001-02;5;22;1;2PT Field Goal
Layup;0;0;2;4;0;2003-04;9;0;1;2PT Field Goal
Jump Shot;195;181;0;2;1;2008-09;41;26;0;3PT Field Goal
Dunk;0;0;9;1;0;2004-05;9;0;1;2PT Field Goal
Jump Shot;-169;201;11;3;0;2014-15;35;26;0;3PT Field Goal
Jump Shot;76;78;0;3;0;1999-00;47;10;0;2PT Field Goal
Jump Shot;-141;-2;11;3;0;2000-01;3;14;0;2PT Field Goal
Jump Shot;166;115;4;4;0;2007-08;33;20;0;2PT Field Goal
Jump Shot;-229;6;6;4;0;2011-12;23;22;1;3PT Field Goal
Jump Shot;-51;53;0;1;0;1997-98;34;7;0;2PT Field Goal
Jump Shot;-27;42;8;4;1;2010-11;27;4;1;2PT Field Goal
Layup;0;0;8;1;0;2000-01;15;0;0;2PT Field Goal
Jump Shot;87;196;10;1;0;2006-07;19;21;1;2PT Field Goal
Jump Shot;117;253;7;4;0;2000-01;34;27;1;3PT Field Goal
Jump Shot;-206;89;4;4;0;2000-01;53;22;1;2PT Field Goal
Jump Shot;132;75;3;2;0;2011-12;32;15;0;2PT Field Goal
Jump Shot;207;-15;7;1;1;2001-02;0;20;0;2PT Field Goal
Jump Shot;-93;183;1;3;1;2008-09;16;20;0;2PT Field Goal
Jump Shot;199;-6;0;2;0;2004-05;0;19;1;2PT Field Goal
Jump Shot;143;112;7;3;0;2002-03;11;18;1;2PT Field Goal
Jump Shot;-237;70;0;5;0;1999-00;21;24;1;3PT Field Goal
Jump Shot;184;-5;1;2;0;2007-08;35;18;0;2PT Field Goal
Jump Shot;3;222;4;3;0;2002-03;44;22;1;2PT Field Goal
Jump Shot;25;190;7;4;0;1999-00;25;19;0;2PT Field Goal
Dunk;0;0;3;1;0;2009-10;30;0;1;2PT Field Goal
Jump Shot;176;-11;4;2;0;2002-03;50;17;1;2PT Field Goal
Dunk;0;0;4;1;0;2002-03;58;0;1;2PT Field Goal
Jump Shot;51;68;0;1;0;2006-07;52;8;1;2PT Field Goal
Jump Shot;145;-16;1;1;0;1997-98;43;14;0;2PT Field Goal
Jump Shot;-130;25;2;2;0;1997-98;40;13;0;2PT Field Goal
Layup;0;0;9;1;0;1999-00;50;0;0;2PT Field Goal
Jump Shot;110;150;1;2;1;2002-03;2;18;0;2PT Field Goal
Jump Shot;135;232;0;2;0;2007-08;26;26;0;3PT Field Goal
Dunk;0;0;3;1;0;2008-09;5;0;1;2PT Field Goal
Jump Shot;-232;99;1;3;0;2011-12;48;25;1;3PT Field Goal
Layup;0;0;6;4;1;1997-98;23;0;0;2PT Field Goal
Jump Shot;31;104;6;4;0;2007-08;26;10;1;2PT Field Goal
Jump Shot;61;48;6;3;0;2009-10;18;7;0;2PT Field Goal
Jump Shot;182;22;5;2;0;2004-05;2;18;1;2PT Field Goal
Jump Shot;228;97;0;1;1;2006-07;0;24;0;3PT Field Goal
Jump Shot;118;49;4;3;0;2015-16;28;12;0;2PT Field Goal
Jump Shot;-168;-18;10;1;0;2005-06;54;16;0;2PT Field Goal
Jump Shot;149;133;1;3;0;2007-08;44;19;0;2PT Field Goal
Jump Shot;-202;178;6;3;0;2010-11;27;26;0;3PT Field Goal
Layup;-14;-5;4;1;0;2015-16;48;1;1;2PT Field Goal
Jump Shot;-176;-15;6;4;0;2000-01;35;17;0;2PT Field Goal
Jump Shot;-101;7;0;4;0;2001-02;39;10;1;2PT Field Goal
Jump Shot;92;23;0;3;0;2004-05;2;9;0;2PT Field Goal
Layup;0;0;11;3;0;2001-02;27;0;0;2PT Field Goal
Jump Shot;-32;53;0;4;0;2012-13;48;6;1;2PT Field Goal
Layup;0;0;9;4;0;2003-04;38;0;1;2PT Field Goal
Jump Shot;40;124;8;1;0;2012-13;46;13;0;2PT Field Goal
Jump Shot;194;155;5;2;1;2002-03;0;24;1;3PT Field Goal
Jump Shot;114;228;0;3;0;2012-13;26;25;1;3PT Field Goal
Jump Shot;-23;227;0;2;0;1999-00;3;22;1;2PT Field Goal
Jump Shot;54;61;5;2;0;2000-01;12;8;1;2PT Field Goal
Jump Shot;92;154;8;1;0;2009-10;19;17;0;2PT Field Goal
Jump Shot;121;7;10;4;0;2002-03;22;12;1;2PT Field Goal
Layup;0;0;8;4;1;1998-99;41;0;0;2PT Field Goal
Dunk;0;0;4;1;0;2001-02;23;0;1;2PT Field Goal
Jump Shot;-168;7;4;2;1;2003-04;42;16;1;2PT Field Goal
Jump Shot;10;247;0;2;0;2002-03;0;24;0;3PT Field Goal
Jump Shot;-158;3;6;2;0;1997-98;46;15;0;2PT Field Goal
Jump Shot;-57;72;4;3;1;1999-00;40;9;0;2PT Field Goal
Jump Shot;156;28;0;3;0;2002-03;15;15;1;2PT Field Goal
Jump Shot;-125;184;4;4;0;2007-08;8;22;1;2PT Field Goal
Jump Shot;-195;321;0;2;0;2005-06;0;37;0;3PT Field Goal
Layup;0;0;3;4;0;2000-01;1;0;0;2PT Field Goal
Jump Shot;0;196;5;4;0;2002-03;6;19;0;2PT Field Goal
Jump Shot;46;58;8;3;0;2003-04;7;7;0;2PT Field Goal
Jump Shot;-150;61;5;1;0;2010-11;22;16;1;2PT Field Goal
Jump Shot;-147;21;6;2;0;1997-98;38;14;1;2PT Field Goal
Jump Shot;25;129;3;4;0;2015-16;52;13;1;2PT Field Goal
Jump Shot;154;205;6;3;0;2008-09;24;25;1;3PT Field Goal
Jump Shot;21;63;3;2;1;2002-03;37;6;0;2PT Field Goal
Jump Shot;-153;190;3;3;1;2001-02;45;24;1;3PT Field Goal
Jump Shot;-199;154;6;2;0;2015-16;14;25;1;3PT Field Goal
Layup;0;1;2;2;0;2010-11;53;0;1;2PT Field Goal
Jump Shot;182;-2;6;2;0;2001-02;16;18;1;2PT Field Goal
Layup;0;0;11;4;0;2002-03;47;0;1;2PT Field Goal
Layup;0;0;1;4;0;2006-07;42;0;1;2PT Field Goal
Jump Shot;100;42;3;1;0;2014-15;38;10;1;2PT Field Goal
Jump Shot;129;66;0;1;0;2012-13;37;14;1;2PT Field Goal
Jump Shot;39;55;6;2;0;2014-15;12;6;0;2PT Field Goal
Jump Shot;111;194;4;2;1;2009-10;59;22;1;2PT Field Goal
Layup;0;0;7;4;0;2003-04;43;0;0;2PT Field Goal
Layup;-15;25;0;4;0;2010-11;11;2;1;2PT Field Goal
Jump Shot;148;30;10;4;0;2007-08;51;15;0;2PT Field Goal
Jump Shot;3;196;9;3;0;2001-02;31;19;1;2PT Field Goal
Layup;15;20;0;1;0;2007-08;45;2;0;2PT Field Goal
Jump Shot;-228;-2;0;2;0;2008-09;4;22;0;3PT Field Goal
Jump Shot;156;0;11;3;0;2015-16;5;15;1;2PT Field Goal
Jump Shot;-84;84;7;2;1;2007-08;34;11;1;2PT Field Goal
Jump Shot;155;0;9;4;0;2001-02;4;15;0;2PT Field Goal
Jump Shot;136;111;10;3;1;1999-00;1;17;0;2PT Field Goal
Jump Shot;206;236;0;2;0;2011-12;0;31;0;3PT Field Goal
Jump Shot;-103;145;4;1;0;2004-05;17;17;1;2PT Field Goal
Jump Shot;-163;50;6;1;0;2009-10;44;17;1;2PT Field Goal
Jump Shot;-184;181;5;4;0;2004-05;49;25;0;3PT Field Goal
Jump Shot;-113;0;2;3;0;2001-02;51;11;0;2PT Field Goal
Jump Shot;48;67;6;1;0;2011-12;6;8;1;2PT Field Goal
Jump Shot;-21;85;6;3;0;2009-10;38;8;0;2PT Field Goal
Jump Shot;-20;199;4;4;0;2006-07;36;20;0;2PT Field Goal
Jump Shot;194;160;10;1;0;2002-03;0;25;1;3PT Field Goal
Jump Shot;7;57;9;1;0;2001-02;34;5;0;2PT Field Goal
Jump Shot;-84;76;0;3;1;2001-02;58;11;0;2PT Field Goal
Jump Shot;67;250;0;1;1;2002-03;28;25;1;3PT Field Goal
Jump Shot;143;154;11;1;0;2011-12;45;21;0;2PT Field Goal
Jump Shot;92;229;3;2;0;2002-03;20;24;1;3PT Field Goal
Layup;0;0;2;1;0;1998-99;37;0;1;2PT Field Goal
Layup;0;0;4;2;0;2003-04;11;0;1;2PT Field Goal
Dunk;0;0;0;2;0;1997-98;35;0;1;2PT Field Goal
Jump Shot;12;246;3;4;1;2008-09;30;24;0;3PT Field Goal
Jump Shot;-51;154;0;3;0;1999-00;6;16;0;2PT Field Goal
Jump Shot;-37;260;0;1;0;2011-12;25;26;0;3PT Field Goal
Jump Shot;99;149;3;1;0;2015-16;13;17;0;2PT Field Goal
Layup;23;1;5;4;0;2012-13;2;2;1;2PT Field Goal
Jump Shot;144;-32;0;1;1;2002-03;29;14;0;2PT Field Goal
Layup;0;0;7;4;0;2005-06;33;0;1;2PT Field Goal
